site_no,rbiValue_1970,rbiValue_2020,tau,sl,S,D,varS,estimates.Sen's slope,statistic.z,p.value,null.value.z,alternative,method,parameter.n,conf.int1,conf.int2,binary_pvalue,slope_greater0,highlight
01480000,0.576215022091311,0.552285232972457,0.113469384610653,0.248356580734253,139,1225,14291.6669921875,0.00104094322703175,1.15435037200198,0.248356552804379,0,two.sided,Sen's slope,50,-7.5251926698412e-4,0.00295803810227279,non-significant,true,true
01480300,0.679944999799269,0.623560360918435,0.0644897967576981,0.514105200767517,79,1225,14291.6669921875,8.82740917690447e-4,0.652458905914162,0.514105174538706,0,two.sided,Sen's slope,50,-0.00166595163925967,0.00319544719795576,non-significant,true,true
01480675,0.553673849716839,0.482068253682193,0.164081633090973,0.0943329334259033,201,1225,14291.6669921875,8.407273116015e-4,1.67297155362606,0.0943328961618052,0,two.sided,Sen's slope,50,-1.8767944510539e-4,0.00170296972769142,non-significant,true,true
01480700,0.548675610595115,0.391426288909812,-0.0693877562880516,0.482275068759918,-85,1225,14291.6669921875,-3.64043294570659e-4,-0.702648052522944,0.482275108504501,0,two.sided,Sen's slope,50,-0.00171794677707808,7.59012133932122e-4,non-significant,false,true
01481000,0.43314231617536,0.333844327959648,0.10530611872673,0.284303545951843,129,1225,14291.6669921875,5.12413526227478e-4,1.07070179432068,0.284303535743958,0,two.sided,Sen's slope,50,-4.56414083838902e-4,0.00157543546672607,non-significant,true,true
01481500,0.444915582799052,0.340527179333197,0.0873469412326813,0.375253915786743,107,1225,14291.6669921875,4.70668690786755e-4,0.88667492342181,0.375253943032718,0,two.sided,Sen's slope,50,-6.34113883820044e-4,0.00154899551634684,non-significant,true,true
01483200,0.606911520101692,0.551864182783948,-0.0644897967576981,0.514105200767517,-79,1225,14291.6669921875,-5.66457369887891e-4,-0.652458905914162,0.514105174538706,0,two.sided,Sen's slope,50,-0.00219526553095537,0.00123185797583454,non-significant,false,true
01483700,0.413332544093431,0.403199880897107,0.266938775777817,0.00639235973358154,327,1225,14291.6669921875,0.00122121109300461,2.72694363241047,0.00639239580406249,0,two.sided,Sen's slope,50,4.52401275780715e-4,0.00208935595993891,significant,true,true
01484100,0.238629641229078,0.411452524351253,0.30775511264801,0.00165975093841553,377,1225,14291.6669921875,0.00214313335227497,3.14518652081699,0.0016598097013283,0,two.sided,Sen's slope,50,8.18739215502846e-4,0.003474871563189,significant,true,true
01485500,0.23060137268527,0.309453454553649,0.191836729645729,0.0503032207489014,235,1225,14291.6669921875,0.00141847672458915,1.95737671774249,0.0503031937297206,0,two.sided,Sen's slope,50,-1.21588094235171e-6,0.002572891967732,non-significant,true,true
01487000,0.155402270407374,0.118463914698283,-0.0187755096703768,0.853992342948914,-23,1225,14291.6669921875,-7.10289810745118e-5,-0.184026870898866,0.853992374978471,0,two.sided,Sen's slope,50,-8.95484725252499e-4,6.747146774982e-4,non-significant,false,true
01491000,0.336556452048538,0.329166659661499,0.118367344141006,0.228381037712097,145,1225,14291.6669921875,9.21801506595039e-4,1.20453951861076,0.228381117309063,0,two.sided,Sen's slope,50,-5.15946571297822e-4,0.002593091538501,non-significant,true,true
01495000,0.616593916246078,0.507177158562178,-0.054693877696991,0.580893099308014,-67,1225,14291.6669921875,-5.61903053003806e-4,-0.552080612696599,0.580893124138696,0,two.sided,Sen's slope,50,-0.00262788301542026,0.00143674593560769,non-significant,false,true
01500000,0.30408992390621,0.246041701789628,-0.366530627012253,1.78636983036995e-4,-449,1225,14291.6669921875,-0.00184206097946546,-3.74745628012237,1.78636960541993e-4,0,two.sided,Sen's slope,50,-0.00270281971186857,-9.59362615622759e-4,significant,false,true
01503000,0.155257690068514,0.171365603561979,0.0253061223775148,0.80185604095459,31,1225,14291.6669921875,3.70952815361283e-5,0.250945733043909,0.801856065566224,0,two.sided,Sen's slope,50,-4.109604919265e-4,4.74389429226001e-4,non-significant,true,true
01510000,0.2297938456084,0.320148683406789,0.103673473000526,0.291895627975464,127,1225,14291.6669921875,4.494888711545e-4,1.05397207878442,0.291895700594215,0,two.sided,Sen's slope,50,-3.8271871683343e-4,0.0013939357520867,non-significant,true,true
01512500,0.158487299216378,0.225969725165331,0.296326518058777,0.00246119499206543,363,1225,14291.6669921875,7.15071179622282e-4,3.02807851206316,0.0024611413612515,0,two.sided,Sen's slope,50,2.61312353874815e-4,0.00121586588884285,significant,true,true
01516500,0.426090758486797,0.4138111570557,0.0824489817023277,0.402881622314453,101,1225,14291.6669921875,7.79509151373166e-4,0.836485776813028,0.402881674992069,0,two.sided,Sen's slope,50,-0.00115522461573637,0.00275536304076694,non-significant,true,true
01518000,0.332560841166918,0.262091480138016,-0.479183673858643,9.49592049437342e-7,-587,1225,14291.6669921875,-0.00249404132842605,-4.90180665212435,9.49592743531186e-7,0,two.sided,Sen's slope,50,-0.00333667902174233,-0.001690635945934,significant,false,true
01520000,0.377987492486789,0.313927775854297,-0.325714290142059,8.70916352141649e-4,-399,1225,14291.6669921875,-0.001913688856694,-3.32921339171585,8.70916491478497e-4,0,two.sided,Sen's slope,50,-0.0028524439920327,-9.0574240629229e-4,significant,false,true
01521500,0.510208025129349,0.452022420156815,0.106938771903515,0.276846170425415,131,1225,14291.6669921875,6.98371515329613e-4,1.08743150985694,0.276846151940742,0,two.sided,Sen's slope,50,-6.16494498858825e-4,0.00176969781496929,non-significant,true,true
01523500,0.474262703914705,0.482009009687441,-0.0530612245202065,0.5924072265625,-65,1225,14291.6669921875,-2.10909922452501e-4,-0.535350897160338,0.592407237522452,0,two.sided,Sen's slope,50,-0.00127120693490701,7.12462308978331e-4,non-significant,false,true
01524500,0.398934908122644,0.380087101204127,-0.110204078257084,0.262334287166595,-135,1225,14291.6669921875,-4.31319432709192e-4,-1.12089094092946,0.262334287449941,0,two.sided,Sen's slope,50,-0.00132201437759045,3.46760232443909e-4,non-significant,false,true
01526500,0.346344924235789,0.286596685588122,-0.377959191799164,1.11287721665576e-4,-463,1225,14291.6669921875,-0.00170142236020128,-3.86456428887619,1.11287676586852e-4,0,two.sided,Sen's slope,50,-0.002690704419664,-0.00102669372338181,significant,false,true
01529500,0.22414011930448,0.24165703705504,-0.0122448978945613,0.906774461269379,-15,1225,14291.6669921875,-5.53675595691366e-5,-0.117108008753824,0.90677446334059,0,two.sided,Sen's slope,50,-8.63348882659654e-4,5.10245913884124e-4,non-significant,false,true
01531000,0.295928412302359,0.293547771453153,-0.177142858505249,0.070792019367218,-217,1225,14291.6669921875,-7.29903220491428e-4,-1.80680927791614,0.0707920216049563,0,two.sided,Sen's slope,50,-0.00162981474198117,3.99296998283745e-5,non-significant,false,true
01531500,0.179890809221351,0.192253420350183,-0.0530612245202065,0.5924072265625,-65,1225,14291.6669921875,-1.76871582318679e-4,-0.535350897160338,0.592407237522452,0,two.sided,Sen's slope,50,-7.36488430476186e-4,4.01641723217075e-4,non-significant,false,true
01532000,0.375763658378259,0.403005240189512,-0.0432653054594994,0.663582324981689,-53,1225,14291.6669921875,-3.65467870854621e-4,-0.434972603942775,0.663582313144632,0,two.sided,Sen's slope,50,-0.00231329731702513,0.00132543521487209,non-significant,false,true
01534000,0.32095595245662,0.294224240769916,-0.111836731433868,0.255278885364532,-137,1225,14291.6669921875,-6.14088017457585e-4,-1.13762065646572,0.255278917379629,0,two.sided,Sen's slope,50,-0.00153438428288,5.0376233879651e-4,non-significant,false,true
01534300,0.16522167736717,0.184729127105175,0.0759183689951897,0.441556930541992,93,1225,14291.6669921875,2.94630484536892e-4,0.769566914667986,0.441556837193142,0,two.sided,Sen's slope,50,-4.3968792411106e-4,0.00107002447349612,non-significant,true,true
01534500,0.151404745826594,0.143437118976516,0.0693877562880516,0.482275009155273,85,1225,14291.6669921875,2.06901847436852e-4,0.702648052522944,0.482275108504501,0,two.sided,Sen's slope,50,-3.82250641129614e-4,7.75382476490599e-4,non-significant,true,true
01536000,0.202618467469178,0.240210927181179,0.12326530367136,0.209577322006226,151,1225,14291.6669921875,4.60908269712861e-4,1.25472866521954,0.209577276048761,0,two.sided,Sen's slope,50,-2.61667954212424e-4,0.0012254450074944,non-significant,true,true
01536500,0.166079446055223,0.177492102008178,-0.0220408160239458,0.827829360961914,-27,1225,14291.6669921875,-5.11196154976477e-5,-0.217486301971387,0.827829380976393,0,two.sided,Sen's slope,50,-5.54127863251928e-4,4.2104050639613e-4,non-significant,false,true
01538000,0.2530071255068,0.303580065508257,-0.0122448978945613,0.906774461269379,-15,1225,14291.6669921875,-6.12396278560585e-5,-0.117108008753824,0.90677446334059,0,two.sided,Sen's slope,50,-9.93524215118561e-4,0.00102796546268947,non-significant,false,true
01539000,0.224119084757004,0.289684753640296,0.0351020395755768,0.725345253944397,43,1225,14291.6669921875,1.40825080312069e-4,0.351324026261472,0.725345271990754,0,two.sided,Sen's slope,50,-7.65130349441002e-4,0.00133125008672142,non-significant,true,true
01540500,0.143847018224132,0.152619847880346,-0.102040819823742,0.299622893333435,-125,1225,14291.6669921875,-2.4407397119495e-4,-1.03724236324816,0.299622919484759,0,two.sided,Sen's slope,50,-7.31501620264784e-4,2.73716880289355e-4,non-significant,false,true
01541000,0.28869432909094,0.321323212408628,-0.0563265308737755,0.569484829902649,-69,1225,14291.6669921875,-2.25433871608349e-4,-0.568810328232859,0.569484864788368,0,two.sided,Sen's slope,50,-0.00117417898698545,6.00894235029029e-4,non-significant,false,true
01541200,0.259210963484822,0.24581756429487,-0.0514285713434219,0.604024887084961,-63,1225,14291.6669921875,-1.10309928437e-4,-0.518621181624078,0.604024935149754,0,two.sided,Sen's slope,50,-5.3023425264859e-4,3.31247169590444e-4,non-significant,false,true
01541500,0.245023097228333,0.248920588024276,-0.0661224499344826,0.503375172615051,-81,1225,14291.6669921875,-2.80122892221223e-4,-0.669188621450423,0.503375163703577,0,two.sided,Sen's slope,50,-0.001055455585723,4.889122087925e-4,non-significant,false,true
01542810,0.405776763830532,0.386102281513482,-0.0808163285255432,0.412355184555054,-99,1225,14291.6669921875,-4.44914381658501e-4,-0.819756061276768,0.412355183890253,0,two.sided,Sen's slope,50,-0.00172900767025277,7.48339217321371e-4,non-significant,false,true
01543000,0.294266014602255,0.295805982257794,0.0416326522827148,0.675769567489624,51,1225,14291.6669921875,1.84904814411802e-4,0.418242888406514,0.675769541350962,0,two.sided,Sen's slope,50,-8.62654277483311e-4,0.00140604755614971,non-significant,true,true
01543500,0.239437891607274,0.247988708948216,-0.0220408160239458,0.827829360961914,-27,1225,14291.6669921875,-1.45407268589531e-4,-0.217486301971387,0.827829380976393,0,two.sided,Sen's slope,50,-0.0011279486211616,8.81280588756884e-4,non-significant,false,true
01544000,0.231247427951465,0.250811317170314,-0.0710204094648361,0.471908211708069,-87,1225,14291.6669921875,-2.84934469805834e-4,-0.719377768059205,0.471908191139076,0,two.sided,Sen's slope,50,-0.00104793052216829,2.86726999554148e-4,non-significant,false,true
01544500,0.219635451306092,0.208202572007879,-0.217959180474281,0.0260777343064547,-267,1225,14291.6669921875,-9.36133242648533e-4,-2.22505216632266,0.0260777363536723,0,two.sided,Sen's slope,50,-0.00184672968927259,-1.25172573877773e-4,significant,false,true
01545000,0.233446392870287,0.2045224856579,-0.195102035999298,0.0464989095926285,-239,1225,14291.6669921875,-6.90670466764635e-4,-1.99083614881501,0.0464989037819365,0,two.sided,Sen's slope,50,-0.00138431074372472,-1.73024940273658e-5,significant,false,true
01545500,0.181516051339181,0.188024034955471,0.00897959154099226,0.933335781097412,11,1225,14291.6669921875,2.33663448256927e-5,0.0836485776813028,0.933335842841861,0,two.sided,Sen's slope,50,-4.8558395701782e-4,4.99994381628899e-4,non-significant,true,true
01545600,0.178443426795516,0.154312052697809,-0.12653061747551,0.197680488228798,-155,1225,14291.6669921875,-5.63000266301047e-4,-1.28818809629206,0.197680494654529,0,two.sided,Sen's slope,50,-0.0014923773958852,3.233479049045e-4,non-significant,false,true
01546500,0.0927449918787223,0.100991140950463,0.00897959154099226,0.933335781097412,11,1225,14291.6669921875,2.75163253523931e-5,0.0836485776813028,0.933335842841861,0,two.sided,Sen's slope,50,-5.22614635347651e-4,5.82593165499721e-4,non-significant,true,true
01547100,0.0741177224108115,0.0683690723648074,-0.129795923829079,0.186285570263863,-159,1225,14291.6669921875,-2.95839765675164e-4,-1.32164752736458,0.186285549238115,0,two.sided,Sen's slope,50,-8.0118954287595e-4,1.72452375281455e-4,non-significant,false,true
01547200,0.20219170379606,0.185171238035247,-0.0514285713434219,0.604024887084961,-63,1225,14291.6669921875,-2.30127670426003e-4,-0.518621181624078,0.604024935149754,0,two.sided,Sen's slope,50,-0.00110447490822941,5.98082792449714e-4,non-significant,false,true
01547500,0.168720578443855,0.158779282697145,0.103673473000526,0.291895627975464,127,1225,14291.6669921875,2.58635837093432e-4,1.05397207878442,0.291895700594215,0,two.sided,Sen's slope,50,-2.67362708512406e-4,7.92303406061925e-4,non-significant,true,true
01547700,0.254293141299907,0.220909611059402,0.0481632649898529,0.627561569213867,59,1225,14291.6669921875,2.54258998556495e-4,0.485161750551557,0.627561611989235,0,two.sided,Sen's slope,50,-9.72540311995669e-4,0.00130048639515906,non-significant,true,true
01547950,0.156053492273234,0.138119566994653,-0.154285714030266,0.115813031792641,-189,1225,14291.6669921875,-4.96532965204199e-4,-1.57259326040849,0.115813029236007,0,two.sided,Sen's slope,50,-0.00124683931147093,1.31475213815833e-4,non-significant,false,true
01548500,0.219856233312795,0.212690751879048,-0.151020407676697,0.123771652579308,-185,1225,14291.6669921875,-7.75453542547784e-4,-1.53913382933597,0.123771627769974,0,two.sided,Sen's slope,50,-0.00160394973753137,2.05583096823875e-4,non-significant,false,true
01549500,0.398932109780485,0.253225744308941,-0.162448972463608,0.0976728647947311,-199,1225,14291.6669921875,-0.00109234237925625,-1.6562418380898,0.0976728536695284,0,two.sided,Sen's slope,50,-0.00229117703873487,2.38488250705415e-4,non-significant,false,true
01549700,0.235672807189951,0.206403223736885,-0.250612258911133,0.0104778707027435,-307,1225,14291.6669921875,-0.00101477787010275,-2.55964647704787,0.0104778689866351,0,two.sided,Sen's slope,50,-0.00191927927233976,-3.78140277217455e-4,significant,false,true
01550000,0.285130106915599,0.290891482680147,-0.0742857158184052,0.451547741889954,-91,1225,14291.6669921875,-4.2912775969039e-4,-0.752837199131726,0.451547750080907,0,two.sided,Sen's slope,50,-0.00144502294403873,8.05816174771482e-4,non-significant,false,true
01551500,0.171118848992233,0.155461025749656,-0.0742857158184052,0.451547741889954,-91,1225,14291.6669921875,-2.8182513296025e-4,-0.752837199131726,0.451547750080907,0,two.sided,Sen's slope,50,-8.43872829821158e-4,3.2056750526156e-4,non-significant,false,true
01552500,0.296552579526983,0.269598101475027,-0.110204078257084,0.262334287166595,-135,1225,14291.6669921875,-8.72886898145726e-4,-1.12089094092946,0.262334287449941,0,two.sided,Sen's slope,50,-0.00259971349538192,7.51779621627875e-4,non-significant,false,true
01553500,0.165961390534798,0.159781491917846,-0.0693877562880516,0.482275068759918,-85,1225,14291.6669921875,-2.08734428735872e-4,-0.702648052522944,0.482275108504501,0,two.sided,Sen's slope,50,-7.75489278399389e-4,3.94544828882727e-4,non-significant,false,true
01554000,0.14080453637791,0.147236591720391,-0.0644897967576981,0.514105200767517,-79,1225,14291.6669921875,-1.75198871726861e-4,-0.652458905914162,0.514105174538706,0,two.sided,Sen's slope,50,-6.59672211257285e-4,3.33768964152395e-4,non-significant,false,true
01555000,0.171793145654835,0.180848704068553,-0.10530611872673,0.284303545951843,-129,1225,14291.6669921875,-4.34350160630923e-4,-1.07070179432068,0.284303535743958,0,two.sided,Sen's slope,50,-0.00129592291278607,4.2075249228325e-4,non-significant,false,true
01555500,0.291802997112718,0.335210699744154,-0.0906122475862503,0.357502520084381,-111,1225,14291.6669921875,-5.57248667303414e-4,-0.920134354494331,0.357502553590208,0,two.sided,Sen's slope,50,-0.00166244787111396,5.06394998843951e-4,non-significant,false,true
01556000,0.297223063818374,0.272145739240904,0.0677551031112671,0.492764592170715,83,1225,14291.6669921875,2.28917986690821e-4,0.685918336986683,0.49276460624325,0,two.sided,Sen's slope,50,-6.46717775308959e-4,0.00108103760769713,non-significant,true,true
01557500,0.227023293561031,0.305027718189437,0.136326536536217,0.16496467590332,167,1225,14291.6669921875,6.40149242366999e-4,1.38856638950963,0.164964643698312,0,two.sided,Sen's slope,50,-3.01340214190742e-4,0.00166212253618881,non-significant,true,true
01558000,0.205307702279756,0.224543222097428,-0.0253061223775148,0.80185604095459,-31,1225,14291.6669921875,-5.94476981332583e-5,-0.250945733043909,0.801856065566224,0,two.sided,Sen's slope,50,-8.75524216722501e-4,7.41217145146103e-4,non-significant,false,true
01559000,0.221435537469916,0.212898458679412,0.0334693863987923,0.737931132316589,41,1225,14291.6669921875,1.58317835250949e-4,0.334594310725211,0.737931137172418,0,two.sided,Sen's slope,50,-7.09317122779218e-4,9.6995882046457e-4,non-significant,true,true
01560000,0.320086429691141,0.328182690099246,0.0873469412326813,0.375253915786743,107,1225,14291.6669921875,4.86502801556481e-4,0.88667492342181,0.375253943032718,0,two.sided,Sen's slope,50,-6.19637003310421e-4,0.00161453085903689,non-significant,true,true
01562000,0.258366885148502,0.243694518087745,-0.0987755134701729,0.315483272075653,-121,1225,14291.6669921875,-4.81556920480815e-4,-1.00378293217563,0.315483252916377,0,two.sided,Sen's slope,50,-0.00144644685716011,5.66425960753946e-4,non-significant,false,true
01563200,0.249079752467759,0.196524482122488,-0.0302040819078684,0.763311624526978,-37,1225,14291.6669921875,-1.50488624714314e-4,-0.30113487965269,0.763311644610786,0,two.sided,Sen's slope,50,-0.0010985848315,8.73808346059069e-4,non-significant,false,true
01563500,0.210195272054961,0.202864818615338,8.16326530184597e-4,1,1,1225,14291.6669921875,5.1924038565446e-7,0,1,0,two.sided,Sen's slope,50,-5.527137532618e-4,6.47410076920675e-4,non-significant,true,true
01564500,0.379262989610887,0.273604178848267,-0.20653061568737,0.0350358113646507,-253,1225,14291.6669921875,-0.00103343087294536,-2.10794415756883,0.0350358200268029,0,two.sided,Sen's slope,50,-0.00198947127425931,-8.71264698609608e-5,significant,false,true
01567000,0.180551513770314,0.184080695654166,0.0220408160239458,0.827829360961914,27,1225,14291.6669921875,5.47301132309587e-5,0.217486301971387,0.827829380976393,0,two.sided,Sen's slope,50,-5.94348504828318e-4,6.54745564942143e-4,non-significant,true,true
01567500,0.267658438959306,0.37944579807348,-0.102040819823742,0.299622893333435,-125,1225,14291.6669921875,-9.84180265458311e-4,-1.03724236324816,0.299622919484759,0,two.sided,Sen's slope,50,-0.0027818369391148,7.99972332267501e-4,non-significant,false,true
01568000,0.319974509101047,0.304069234757534,0.0171428564935923,0.867136240005493,21,1225,14291.6669921875,1.38999509082235e-4,0.167297155362606,0.867136242289505,0,two.sided,Sen's slope,50,-0.00115689754219584,0.00155312718397373,non-significant,true,true
01570000,0.220145507344877,0.233638697473314,-0.118367344141006,0.228381037712097,-145,1225,14291.6669921875,-4.18900698553143e-4,-1.20453951861076,0.228381117309063,0,two.sided,Sen's slope,50,-0.00120359191574941,3.17220205183889e-4,non-significant,false,true
01571500,0.159413650939075,0.165315635764565,0.0481632649898529,0.627561569213867,59,1225,14291.6669921875,1.25341443489496e-4,0.485161750551557,0.627561611989235,0,two.sided,Sen's slope,50,-5.72780800967143e-4,6.68082465746659e-4,non-significant,true,true
01573000,0.344341268692921,0.390724374273163,0.0236734692007303,0.814817190170288,29,1225,14291.6669921875,1.0145845836775e-4,0.234216017507648,0.814817280649534,0,two.sided,Sen's slope,50,-9.17058692183387e-4,0.00105120984377242,non-significant,true,true
01574000,0.421853795979768,0.48075890000845,-0.102040819823742,0.299622893333435,-125,1225,14291.6669921875,-4.94986467054193e-4,-1.03724236324816,0.299622919484759,0,two.sided,Sen's slope,50,-0.00159564755396329,5.55942437356153e-4,non-significant,false,true
01574500,0.29644236743294,0.308589637923015,0.0351020395755768,0.725345253944397,43,1225,14291.6669921875,1.70737503197818e-4,0.351324026261472,0.725345271990754,0,two.sided,Sen's slope,50,-9.77879813860001e-4,0.0012426816186399,non-significant,true,true
01576500,0.325697023097741,0.322855233569519,-0.0889795944094658,0.366311192512512,-109,1225,14291.6669921875,-4.42350770188504e-4,-0.903404638958071,0.366311178847137,0,two.sided,Sen's slope,50,-0.00155623685440927,6.58002904014227e-4,non-significant,false,true
